QUEST,STYPE,LANG,QF,Q1,Q2,Q3A,Q3B,Q4A,Q4B,Q4C,Q4D,Q5A,Q5B,Q5C,Q5D,Q5E,Q5F,Q5G,USER,Q6A,Q6B,Q7A,Q7B,Q7C,Q7D,Q7E,Q8A,Q8B,Q9A,Q9B,Q9C,Q9D,Q9E,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20M1,Q20M2,Q20M3,Q21,Q22,Q23,Q24,AGE_COL,REGION,WEIGHT
99030,2,EN,6,1,6,7,7,5, ,5,1,2,3,4,3,3,1,2,1, ,4,5,5,5, ,5,4,4,1,2,1,2,1,2,1,1,3,3,1,1,1983,4,1,1, , ,2,2,2,6,3,3,1.470244686
99266,1,EN,7,2,3,2,1, ,5,1,2,1,2,2,4,4,2,2,1,1, ,7,7,3,2, ,4,4,1,2,1,2,2,3,3,2,4,3,2, ,1957,7,1,1, , ,2,2,2,7,4,4,0.520980832
99356,2,EN,6,3,5,5,5,7, ,5,1,1,3,3,3,2,1,1,1,1, ,1,1,7,1, ,4,4,1,2,1,2,2,2,1,1,1,1,2, ,1984,4,1,3, , ,2,2,2,7,3,3,1.470244686
99428,1,FR,5,4,7,5,98,5, ,98,2,1,1,98,3,3,2,1,1, ,5,98,98,7, ,98,97,97,2,2,1,2,2,3,3,2,4,3,2, ,1949,7,1,2, , ,2,2,2,3,4,2,0.838231238
99461,2,EN,5,4,5,2,4,4, ,5,1,1,3,3,4,4,2,2,1, ,1,7,2,2, ,7,4,4,2,2,1,2,2,3,24,1,1,3,2, ,9999,3,2,1, , ,2,2,2,2,2,2,1.578553362
99676,1,EN,7,3,4,4,4, ,5,5,1,1,1,2,2,2,1,1,1,3, ,5,4,4,5, ,2,1,2,2,2,2,2,3,2,2,4,3,2, ,1951,7,2,1, , ,1,2,2,2,4,4,0.53089607
100006,1,FR,5,3,6,5,6,4, ,6,1,3,3,3,4,3,1,1,1,1, ,6,6,5,6, ,4,4,2,2,2,2,2,2,20,1,4,3,2, ,1982,4,2,2, , ,2,2,1,6,3,2,0.853296791
100220,1,EN,2,4,4,1,2,1, ,1,2,1,4,4,4,4,4,4,1, ,5,4,4,4, ,4,4,4,2,2,2,2,2,2,3,2,4,3,2, ,1939,7,2,1, , ,2,2,2,4,4,1,0.378719786
100305,2,EN,6,2,6,4,3, ,1,6,2,3,3,3,1,1,2,2,1,1, ,5,4,4,4, ,2,2,1,1,1,1,1,3,1,1,2,1,2, ,2001,2,2,1, , ,2,2,2,2,1,3,2.354045809
100337,1,EN,9,2,7,5,5, ,4,5,2,2,3,3,4,2,3,2,1, ,3,3,4,7, ,5,3,3,97,1,1,1,2,2,1,1,2,1,2, ,1938,7,2,1, , ,2,2,2,3,4,4,0.53089607
100536,1,EN,6,2,6,6,7,6, ,6,1,2,2,3,2,2,2,2,1, ,2,6,7,7, ,6,4,3,1,1,1,1,1,2,3,2,1,1,1,2,1936,7,1,1,3, ,1,2,2,2,4,3,1.191530466
100715,2,EN,10,3,6,3,3, ,1,1,2,3,4,4,4,4,4,3,1,1, ,7,7,7,6, ,4,4,97,97,1,1,97,3,1,1,1,1,2, ,1980,4,2,1, , ,2,2,1,6,3,5,0.743986141
100888,2,FR,5,4,7,5,5, ,4,5,1,2,2,2,4,4,4,2,1,3, ,1,1,3,1, ,4,3,2,1,2,2,2,2,20,2,4,1,2, ,1972,5,2,2, , ,2,2,2,2,3,2,0.853296791
100889,1,EN,8,3,2,7,1, ,7,98,1,1,1,3,4,98,1,1,1,5, ,1,1,98,1, ,4,1,97,97,2,2,2,3,88,2,4,3,2, ,1930,7,2,1, , ,2,2,2,1,4,4,0.53089607
101053,2,EN,6,2,3,5,6,6, ,6,1,1,2,2,3,2,1,2,1, ,3,5,6,4, ,4,1,1,1,2,1,2,2,2,1,1,3,3,2, ,1953,7,2,1, , ,2,2,2,4,4,3,1.209473778
101506,2,EN,3,3,5,98,7,5, ,3,2,2,99,98,99,98,98,2,2, , , , , , , , , , , ,1,2,2, , ,98,2,1,2, ,2005,1,1,3, , ,2,2,99,99,1,1,1.779353064
101585,1,EN,5,2,5,3,5, ,7,5,2,1,2,2,3,2,1,2,1,2, ,5,1,6,2, ,2,2,1,2,2,2,2,2,3,2,3,3,1,2,1977,5,2,3, , ,2,2,2,4,3,2,0.853296791
101686,2,EN,10,2,7,4,4, ,1,5,1,3,3,2,4,4,3,4,1, ,2,5,5,5, ,4,3,3,1,1,1,1,2,2,25,1,2,1,2, ,9999,4,2,1, , ,2,2,2,1,3,5,0.743986141
101724,1,EN,5,1,6,7,1,1, ,7,1,2,4,3,4,98,2,3,1,2, ,7,3,6,4, ,4,2,1,1,1,2,1,2,2,1,2,1,2, ,1952,7,1,1, , ,1,2,2,4,4,2,0.838231238
101853,2,FR,5,4,5,1,1, ,1,5,2,3,3,3,4,3,2,2,1,1, ,2,4,6,5, ,3,3,1,2,2,2,2,3,1,1,2,3,2, ,2002,2,1,2, , ,2,2,1,4,1,2,1.683323212
101942,2,EN,6,3,2,5,7, ,5,6,1,2,4,2,4,4,4,2,1, ,3,2,3,2, ,1,3,3,1,2,2,2,2,2,1,2,3,3,1,1,1987,4,2,1, , ,2,2,2,6,3,3,1.312715615
102070,1,EN,1,2,7,6,5,6, ,5,1,2,2,2,2,2,2,2,1,2, ,7,7,7,6, ,4,4,1,2,1,2,1,1, ,1,1,1,2, ,9999,7,1,1, , ,1,2,2,4,4,1,0.368967875
102113,1,EN,6,2,6,6,6, ,6,5,2,2,3,2,3,3,2,2,1,3, ,2,2,5,3, ,4,4,2,2,2,2,2,3,26,2,3,3,2, ,1938,7,1,1, , ,99,2,2,7,4,3,1.191530466
102425,1,FR,5,3,5,3,1, ,7,3,2,2,2,3,4,2,1,1,1, ,4,5,3,7, ,1,3,3,1,1,1,1,2,2,25,1,3,3,2, ,1964,6,1,1, , ,2,2,2,7,4,2,0.838231238
102464,2,EN,9,2,7,3,3,3, ,2,1,1,3,2,4,4,1,1,1,1, ,7,7,7,4, ,4,2,1,2,1,1,1,2,25,1,1,1,1,24,1977,5,2,1, , ,2,2,1,4,3,4,0.808889158
102474,2,EN,9,4,7,5,6,5, ,7,1,3,2,3,4,4,2,2,1,1, ,7,7,7,6, ,3,2,97,1,1,2,2,2,27,2,2,1,2, ,1979,4,1,1, , ,2,2,2,4,3,4,0.812216396
102493,1,EN,6,2,6,6,5, ,5,4,1,1,3,2,3,2,2,2,1,1, ,7,6,7, ,5,4,3,1,2,1,1,2,2,1,1,2,3,1,24,1963,6,1,1, , ,2,2,2,5,4,3,1.191530466
102630,2,EN,6,2,6,7,7, ,5,5,1,2,2,2,3,2,2,1,1, ,2,7,5,6, ,6,3,2,97,1,2,2,2,2,1,1,2,3,1,98,1957,7,2,1, , ,2,2,2,4,4,3,1.209473778
102842,2,EN,4,4,7,6,7,4, ,7,1,2,2,2,1,1,1,4,1, ,1,7,4,7,7, ,3,2,1,1,2,1,1,1, ,1,1,1,1,1,9999,5,1,1, , ,2,2,2,4,3,1,0.47441061
102922,2,EN,9,2,6,6,5,4, ,4,2,2,3,3,4,3,1,4,1, ,3,6,7,7, ,7,4,1,1,2,1,2,1,2,1,1,1,3,2, ,9999,5,1,1, , ,2,2,2,5,3,4,0.812216396
103017,2,EN,6,3,3,2,2, ,5,4,2,1,2,2,3,2,1,1,1, ,3,2,4,3, ,2,3,3,1,2,2,2,2,3,1,2,3,3,2, ,1996,3,1,1, , ,2,2,2,6,2,3,2.188165041
103153,2,EN,7,1,7,3,1, ,5,7,1,3,3,3,4,2,1,1,1, ,1,7,7,7, ,98,4,4,97,97,1,1,2,3,24,2,1,3,2, ,9999,5,2,1, , ,1,2,2,2,3,4,0.808889158
103397,2,EN,6,3,7,4,6,2, ,6,1,3,4,4,4,4,3,2,2, , , , , , , , , , , ,1,1,2, , ,1,4,3,2, ,9999,7,2,1, , ,2,2,2,4,4,3,1.209473778
103464,2,EN,6,3,5,3,3,5, ,2,2,2,3,3,4,3,2,1,1, ,4,7,5,6, ,4,2,2,1,2,1,2,2,3,1,2,2,3,2, ,1957,7,2,1, , ,2,2,2,4,4,3,1.209473778
103522,2,FR,5,3,6,4,4,3, ,4,1,1,1,2,2,1,1,1,1, ,1,6,3,5, ,4,3,3,1,2,1,1,1,2,1,2,2,2,2, ,9999,2,2,2, , ,2,2,2,4,1,2,1.208742895
103609,1,EN,4,2,7,6,5, ,5,6,2,2,2,2,3,2,1,2,1,1, ,6,6,4,6, ,2,2,1,2,1,2,2,2,3,2,3,3,2, ,1952,7,1,1, , ,2,2,2,2,4,1,0.368967875
103613,1,EN,6,1,7,5,98, ,5,7,2,2,2,3,4,3,3,1,2, , , , , , , , , , , ,1,1,1, , ,2,1,1,2, ,1950,7,2,1, , ,2,2,1,4,4,3,1.209473778
103650,2,EN,6,2,5,2,2,2, ,2,2,2,3,3,4,3,2,2,1,2, ,6,4,4,2, ,4,4,1,2,1,98,2,1, ,1,2,3,2, ,1968,5,2,1, , ,2,2,2,5,3,3,1.312715615
103671,2,FR,5,3,6,6,6,3, ,5,1,2,99,3,3,3,2,2,1,2, ,5,2,4,2, ,2,2,1,1,1,1,1,1, ,1,1,3,1,98,9999,99,2,2,1, ,2,2,99,7,9,2,1
103744,2,EN,6,2,6,3,5,1, ,1,2,2,3,4,4,4,1,2,1, ,3,3,2,3, ,1,2,4,1,2,2,2,2,3,2,1,4,3,2, ,1974,5,2,1, , ,2,2,2,4,3,3,1.312715615
103929,2,EN,3,4,4,2,1, ,2,1,1,1,2,3,4,2,1,1,1,2, ,7,4,6,5, ,1,2,1,2,2,2,2,2,3,2,3,3,1,27,2002,2,1,1, , ,1,2,1,5,1,1,1.779353064
104109,2,EN,6,4,7,5,3,4, ,3,2,4,4,4,4,4,4,4,1,4, ,6,7,7,7, ,4,4,2,1,1,2,2,3,1,2,2,3,2, ,1984,4,2,1, , ,2,2,2,1,3,3,1.312715615
104202,2,EN,6,4,7,7,7,1, ,1,1,1,1,3,1,1,1,1,1,3, ,3,3,1,7, ,1,1,2,2,2,2,2,2,24,2,2,1,2, ,1990,3,2,1, , ,2,2,2,2,2,3,1.501658467
104259,2,EN,9,4,1,5,5, ,3,7,1,3,3,3,4,3,2,1,1,1, ,7,4,3,4, ,1,1,1,2,1,2,2,1, ,2,4,3,2, ,1989,3,2,1, , ,1,2,2,4,2,4,0.928079339
104323,2,EN,6,3,4,6,7, ,4,7,1,2,2,2,3,1,1,1,1, ,3,6,6,4, ,4,2,1,1,1,1,1,2,3,1,1,3,3,2, ,2005,1,2,1, , ,2,2,1,1,1,3,2.354045809
104332,2,EN,10,2,6,5,5, ,7,6,1,2,3,4,3,2,2,2,1,2, ,6,5,5,4, ,3,2,1,1,2,1,2,2,3,2,2,1,1,1,1983,4,1,1, , ,2,2,2,6,3,5,1.068919838
104438,2,EN,6,2,5,7,5, ,6,2,1,2,3,3,4,3,3,2,1,2, ,7,7,7,5, ,4,4,97,97,1,2,1,2,2,1,2,1,2, ,1954,7,2,1, , ,2,2,2,7,4,3,1.209473778
104508,2,EN,10,2,5,5,6, ,6,6,2,2,2,2,3,2,1,1,1,2, ,5,6,7,4, ,2,4,1,2,2,1,2,2,1,1,1,3,2, ,1986,4,2,1, , ,2,2,2,7,3,5,0.743986141
104628,1,EN,6,4,2,1,1, ,7,2,1,2,2,2,3,1,2,1,1,2, ,3,3,7, ,2,2,2,2,2,2,2,2,3,3,1,2,3,2, ,1961,6,1,1, , ,2,2,2,4,4,3,1.191530466
104636,2,FR,5,4,7,2,7,4, ,7,2,2,2,2,3,3,1,1,1,3, ,4,3,4, ,3,1,1,1,1,1,2,1,2,20,98,2,3,2, ,1969,5,2,3, , ,2,2,2,6,3,2,0.853296791
104677,1,FR,5,4,5,6,6, ,1,4,1,98,2,2,1,1,1,2,1,4, ,7,7,7,3, ,3,2,1,1,1,1,1,2,20,2,1,1,2, ,1953,7,2,2, , ,1,2,2,2,4,2,0.869944987
104956,1,EN,6,2,7,4,4, ,3,3,1,2,2,4,3,2,2,2,1,2, ,7,7,7,6, ,4,3,2,2,1,2,2,1, ,1,1,1,2, ,9999,99,1,1, , ,2,2,2,99,9,3,1
104970,2,EN,6,2,7,1,1, ,3,1,2,4,4,4,4,4,3,3,1, ,1,7,5,7, ,5,1,4,1,1,1,1,2,2,1,98,3,3,98, ,1991,3,1,1, , ,2,2,2,2,2,3,2.188165041
105032,2,EN,9,2,7,2,2,2, ,4,2,1,1,2,4,4,3,1,1, ,1,7,2,4, ,2,4,3,1,2,1,1,2,2,27,1,2,1,2, ,1997,3,2,1, , ,2,2,2,2,2,4,0.928079339
105104,2,EN,2,2,6,5,5,5, ,5,1,1,3,98,4,3,2,1,1, ,4,7,5,7,4, ,3,3,1,1,1,1,1,3,1,98,3,1,1,98,1969,5,2,3, , ,2,2,2,7,3,1,0.811720275
105233,1,EN,6,1,7,5,5, ,1,2,1,2,2,4,4,4,3,2,1,1, ,7,5,6,7, ,4,4,1,1,1,1,1,1, ,2,1,1,1,1,1963,6,1,1, , ,2,2,1,6,4,3,1.191530466
105311,1,FR,5,2,6,6,5, ,6,5,2,2,2,3,3,2,2,2,1, ,3,6,6,7, ,5,3,3,1,1,1,2,1,1, ,1,1,3,2, ,1962,6,1,2, , ,2,2,2,6,4,2,0.838231238
105336,1,EN,7,1,6,6,6, ,5,6,98,2,2,3,3,3,2,3,1,2, ,3,4,3,5, ,1,2,2,1,1,2,2,1, ,2,2,3,2, ,1936,7,2,1, , ,2,2,2,3,4,4,0.53089607
105446,2,EN,3,3,6,6,5, ,4,3,2,2,2,3,4,3,2,2,1, ,2,6,4,6, ,6,3,3,1,2,1,1,1,2,1,1,2,3,2, ,1979,4,1,1, , ,2,2,2,7,3,1,0.47441061
105619,2,EN,6,3,5,2,2, ,4,5,1,2,2,3,4,3,2,2,1, ,2,7,3,2, ,1,2,2,1,2,1,2,2,2,3,2,2,3,2, ,1987,4,1,1, , ,2,2,2,6,3,3,1.470244686
105713,2,EN,9,1,7,7,4,1, ,1,2,4,4,4,4,3,3,4,1, ,2,7,7,7, ,7,4,4,1,2,1,1,1,3,24,1,1,1,2, ,9999,5,1,1, , ,1,2,1,4,3,4,0.812216396
105956,2,EN,10,2,5,6,6,5, ,6,1,2,2,2,3,4,2,2,1,2, ,6,4,1,6, ,2,3,1,1,1,2,1,1, ,1,3,2,2, ,1973,5,1,1, , ,2,1, ,4,3,5,1.068919838
106068,2,EN,6,2,7,5,4, ,1,6,2,2,3,2,3,3,2,3,1, ,1,7,6,7, ,6,4,3,1,1,1,1,1,2,1,1,2,3,2, ,9999,6,2,1, , ,2,2,2,4,4,3,1.209473778
106136,1,EN,8,2,6,5,5, ,6,5,1,2,2,3,4,3,1,1,1,1, ,7,6,6,6, ,1,1,1,2,2,1,2,2,1,2,2,3,2, ,1956,7,1,1, , ,2,2,2,5,4,4,0.520980832
106265,1,EN,9,3,7,5,5, ,3,3,98,3,4,3,4,4,3,2,1, ,2,7,6,7, ,5,4,2,2,2,1,1,1,3,2,1,2,3,1,28,1953,7,2,1, , ,2,2,2,6,4,4,0.53089607
106855,2,EN,10,1,6,5,5,2, ,5,1,2,3,3,3,3,1,1,1, ,1,7,2,3, ,4,3,3,2,2,1,2,2,2,1,2,2,2,2, ,1973,5,99,1, , ,2,2,2,3,3,5,1
106871,1,FR,5,3,3,1,2, ,4,98,2,2,3,3,4,3,2,2,1,1, ,5,5,5,5, ,97,2,2,2,1,2,1,98, ,2,2,3,2, ,1953,7,2,2, , ,2,2,2,7,4,2,0.869944987
106914,2,FR,5,4,7,7,1,3, ,7,1,4,3,3,4,4,3,3,1, ,1,7,7,6,7, ,4,4,2,2,2,2,2,3,1,2,1,1,2, ,9999,99,2,2, , ,2,2,1,1,9,2,1
107029,2,FR,5,2,6,6,6, ,6,6,2,1,3,3,4,2,1,1,1,1, ,5,5,6,2, ,3,2,1,2,1,1,1,3,24,2,2,3,2, ,1977,5,2,2, , ,2,2,1,7,3,2,0.853296791
107082,2,EN,6,3,5,1,1,3, ,3,2,2,2,3,3,3,2,2,1,3, ,6,4,5,4, ,3,3,1,2,1,2,2,2,3,1,2,1,1,98,1974,5,1,1, , ,2,2,2,6,3,3,1.470244686
107234,2,EN,7,2,7,3,2, ,1,1,1,4,3,3,4,4,3,4,1,1, ,7,7,7, ,3,4,4,1,1,1,2,1,2,25,1,2,1,2, ,1983,4,2,1, , ,1,1, ,2,3,4,0.808889158
107332,2,FR,5,4,6,4,3, ,5,4,2,1,2,3,3,2,1,1,1, ,2,3,6,5, ,7,1,1,1,2,1,1,1,3,20,2,4,3,2, ,2003,2,1,2, , ,2,1, ,4,1,2,1.683323212
107346,2,EN,6,3,4,3,6,1, ,6,2,2,2,3,3,2,2,2,1, ,1,6,6,3, ,2,3,2,1,1,1,1,2,3,1,1,3,3,2, ,1981,4,2,1, , ,2,2,1,6,3,3,1.312715615
107417,1,EN,3,2,7,6,5,6, ,3,2,4,4,2,4,4,3,3,1, ,1,7,7,7, ,7,4,1,1,2,2,2,2,2,3,2,4,3,2, ,1959,6,2,1, , ,2,2,2,2,4,1,0.378719786
107517,2,EN,6,1,6,4,5, ,2,5,1,1,3,4,3,3,1,3,1, ,2,6,6,6, ,5,2,2,1,1,1,1,1,2,20,2,3,3,2, ,1995,3,2,1, , ,2,2,2,6,2,3,1.501658467
107585,2,EN,6,4,7,7,7, ,1,2,2,1,98,1,98,98,4,2,1, ,98,1,1,7, ,98,4,4,97,97,2,98,97,3,3,1,1,1,2, ,9999,6,2,1, , ,1,2,1,1,4,3,1.209473778
107703,2,FR,5,4,3,2,2,3, ,3,2,2,2,2,2,2,2,2,1, ,3,3,3,1, ,1,2,1,1,1,1,1,1,2,26,1,2,3,2, ,2002,2,2,3, , ,2,2,2,2,1,2,1.208742895
107860,2,EN,10,3,7,5,3,1, ,6,1,2,2,3,4,4,2,2,1,1, ,7,7,3,1, ,4,4,1,1,1,2,1,3,2,1,1,1,2, ,2000,2,2,1, , ,2,2,2,3,1,5,0.94090553
107901,1,EN,4,4,7,2,2,1, ,6,2,2,2,3,3,3,2,3,1,2, ,7,5,7,7, ,3,3,1,2,1,2,1,2,1,2,2,1,2, ,9999,7,2,1, , ,1,2,2,2,4,1,0.378719786
107932,2,FR,5,4,7,5,5,7, ,7,2,3,2,3,3,3,2,2,1,4, ,2,7,3,5, ,4,3,2,1,2,2,2,2,24,1,4,1,2, ,9999,3,1,3, , ,2,1, ,2,2,2,1.923705858
107973,2,EN,3,2,7,4,2, ,4,2,2,3,4,3,4,4,2,2,1,4, ,7,6,7,5, ,4,4,97,1,1,98,1,3,2,1,1,3,2, ,1962,6,2,1, , ,2,2,2,2,4,1,0.378719786
108058,2,EN,3,4,7,5,5, ,4,4,2,2,2,2,3,3,2,2,1, ,2,5,7,7, ,5,4,4,1,1,1,1,1,2,20,1,2,3,2, ,1962,6,2,1, , ,2,2,2,2,4,1,0.378719786
108108,1,EN,3,1,7,6,6, ,1,1,1,3,4,4,4,4,3,3,1, ,1,7,7,7, ,7,4,4,1,2,1,1,1,2,26,1,2,1,2, ,1966,6,1,1, , ,2,2,2,3,4,1,0.368967875
108225,1,EN,5,2,4,6,5, ,6,5,1,2,2,3,3,2,2,2,1,2, ,6,4,6,4, ,2,2,2,1,1,2,2,2,1,2,1,1,2, ,1947,7,2,1, , ,2,2,1,6,4,2,0.869944987
108412,2,EN,6,2,6,6,5, ,5,6,2,2,2,4,3,2,2,2,1, ,1,2,5,5, ,3,2,2,1,1,1,1,2,3,20,2,3,3,2, ,2004,2,2,1, , ,2,2,2,4,1,3,2.354045809
108587,2,EN,10,4,3,4,4, ,4,3,2,1,2,2,2,3,2,2,1, ,3,2,1,1, ,1,4,3,2,2,2,98,2,2,1,2,1,2,2, ,1983,4,2,1, , ,2,2,2,2,3,5,0.743986141
108716,1,FR,5,3,3,3,3, ,4,3,2,2,2,2,3,3,98,2,1,1, ,6,7,7,6, ,4,2,2,2,1,2,1,3,1,2,3,1,2, ,1954,7,2,2, , ,2,2,2,4,4,2,0.869944987
108803,2,EN,6,2,7,4,3,1, ,1,2,3,4,4,4,4,3,3,1, ,1,7,7,7, ,5,4,4,1,2,2,98,2,2,1,2,2,3,2, ,9999,4,2,3, , ,2,2,1,3,3,3,1.312715615
108816,1,EN,10,2,7,4,5, ,6,3,1,2,2,3,4,3,2,2,1,1, ,7,6,6,5, ,4,2,97,97,2,2,1,2,3,1,2,3,2, ,1950,7,1,1, , ,2,2,2,6,4,5,0.963680978
108841,1,FR,5,1,7,5,5,2, ,7,1,2,2,3,4,2,2,2,1, ,4,7,6,7, ,6,1,4,1,1,1,1,1,1, ,1,1,1,1,2,1966,6,2,2, , ,2,2,2,4,4,2,0.869944987
108966,2,EN,3,1,7,7,7, ,1,1,2,3,3,4,4,3,1,4,1, ,1,7,7,7, ,7,4,4,1,1,1,1,1,1, ,1,1,1,2, ,1983,4,1,1, , ,1,2,2,2,3,1,0.47441061
109001,2,EN,10,3,6,4,4, ,6,4,2,2,3,2,3,3,1,2,1,2, ,5,4,6,5, ,4,3,1,2,1,2,2,3,1,1,2,3,2, ,1981,4,2,1, , ,2,2,2,2,3,5,0.743986141
109760,2,EN,9,3,5,5,3,4, ,3,2,2,3,4,3,3,2,2,1,2, ,4,2,5,3, ,4,4,1,2,1,2,2,2,1,2,1,1,1,2,1964,6,1,1, , ,2,2,2,1,4,4,0.520980832
109763,1,EN,9,1,7,4,1,5, ,1,2,2,3,4,4,2,3,4,1,1, ,7,7,7,7, ,4,1,1,2,2,2,1,1, ,1,1,3,2, ,9999,5,2,1, , ,2,2,2,6,3,4,0.808889158
109795,2,EN,9,3,7,2,5,5, ,1,2,1,2,3,4,4,2,2,1,1, ,7,7,7,7, ,2,3,1,2,1,2,2,2,26,2,2,1,2, ,1973,5,1,1, , ,2,2,1,2,3,4,0.812216396
109802,2,EN,6,3,7,7,7, ,1,1,1,3,2,3,3,4,2,2,1,1, ,7,7,4,7, ,3,4,1,1,1,1,1,1, ,1,1,1,1,1,1970,5,2,1, , ,2,2,1,4,3,3,1.312715615
109881,2,EN,5,2,2,3,3, ,5,5,1,2,3,4,4,4,2,2,1,3, ,3,3,7,1, ,1,3,1,2,1,2,2,3,26,1,3,3,1,1,1960,6,2,3, , ,2,2,2,7,4,2,0.869944987
110304,2,EN,2,2,6,5,5, ,4,5,2,2,3,4,4,4,2,2,1,2, ,7,2,6,3, ,4,3,1,1,1,2,2,2,2,2,3,3,2, ,1943,7,2,1, , ,2,2,2,7,4,1,0.378719786
110344,2,EN,3,2,6,5,5, ,6,5,2,2,2,3,3,3,2,1,1, ,4,7,5,6, ,3,4,2,97,97,1,2,2,2,1,1,2,3,1,2,1951,7,1,1, , ,2,2,2,6,4,1,0.368967875
110704,2,EN,6,3,5,3,2,4, ,5,1,2,2,2,2,2,2,2,1, ,2,6,7,6, ,4,3,3,1,1,98,1,2,2,3,2,2,1,2, ,2004,2,1,3, , ,2,2,1,2,1,3,3.504085299
110744,1,FR,5,4,5,5,5, ,5,7,2,1,2,2,3,2,99,2,1, ,99,5,5,5, ,5,1,4,2,1,2,1,2,2,22,2,4,3,2, ,1965,6,1,2, , ,1,2,2,4,4,2,0.838231238
111063,2,EN,8,2,4,6,5,6, ,5,1,1,1,2,3,2,1,2,1,2, ,5,4,6,4, ,1,2,1,1,1,2,2,3,1,2,2,3,2, ,2005,1,2,1, , ,2,2,2,2,1,4,1.058896163
111487,1,EN,10,2,6,6,5,6, ,5,2,3,3,2,98,3,1,3,1,2, ,6,5,7,6, ,3,3,2,2,1,1,1,2,3,2,3,3,2, ,1951,7,2,1, , ,2,2,2,2,4,5,0.996874362
111639,2,EN,6,1,6,2,3, ,5,5,1,2,2,2,4,2,2,2,1,1, ,5,2,2,4, ,3,4,2,2,1,2,2,2,2,1,1,1,2, ,1949,7,1,1, , ,2,2,2,4,4,3,1.191530466
111753,1,FR,5,1,7,5,5, ,5,3,2,2,2,2,4,3,2,2,1, ,3,6,6,7, ,5,3,3,99,1,1,1,1,2,1,99,1,1,2, ,1960,6,1,2, , ,2,2,2,7,4,2,0.838231238
111773,2,EN,3,3,5,4,4,3, ,5,1,1,3,3,3,3,2,2,1, ,3,5,3,6, ,3,2,3,1,1,1,1,2,2,26,1,1,1,2, ,2004,2,1,1, , ,2,2,2,5,1,1,1.779353064
111879,1,FR,5,2,7,6,6,5, ,5,2,2,2,2,2,2,2,2,1, ,3,3,5,6, ,4,4,4,1,1,1,2,2,2,1,2,3,1,2, ,1983,4,1,2, , ,2,2,2,4,3,2,1.000685055
111959,2,EN,6,4,3,1,1, ,1,3,1,2,3,2,3,3,2,2,1, ,1,5,5,5, ,5,4,4,1,1,1,2,2,3,1,2,3,1,2, ,9999,4,2,1, , ,2,2,2,5,3,3,1.312715615
112060,2,EN,8,3,3,2,1,1, ,1,1,3,3,2,3,3,2,2,1,2, ,6,4,5,3, ,2,2,1,2,2,2,2,2,98,1,2,3,2, ,1973,5,1,1, , ,2,2,2,7,3,4,0.812216396
112071,1,FR,5,3,6,5,5,4, ,5,1,3,3,3,3,3,3,3,2, , , , , , , , , , , ,1,2,2, , ,2,4,1,2, ,1943,7,2,2, , ,2,2,2,1,4,2,0.869944987
112398,2,EN,9,3,6,2,2,98, ,3,2,1,4,98,98,98,2,98,2, , , , , , , , , , , ,2,2,2, , ,2,98,1,2, ,1950,7,2,1, , ,2,1, ,1,4,4,0.53089607
112451,2,EN,10,2,5,2,5, ,5,7,1,3,3,3,4,4,3,2,1,1, ,1,2,3,5, ,3,2,1,1,1,1,1,2,20,1,2,3,2, ,1992,3,2,1, , ,2,2,2,6,2,5,0.980040714
112734,1,EN,3,4,7,7,7,7, ,7,1,2,98,98,98,98,1,1,1, ,98,98,98,98, ,98,4,4,97,97,1,98,2,98, ,2,4,3,2, ,1946,7,1,1, , ,2,2,2,1,4,1,0.368967875
112789,2,EN,10,1,6,2,3,1, ,3,1,1,3,2,4,2,1,1,1, ,4,5,7,5, ,3,1,3,1,1,1,1,2,2,25,1,2,3,2, ,1983,4,1,1, , ,2,2,2,6,3,5,1.068919838
112838,2,EN,6,2,7,4,5, ,3,6,2,2,3,2,3,2,2,2,1,1, ,3,2,6,3, ,4,2,1,2,1,2,2,2,1,1,2,3,1,2,1979,4,2,1, , ,2,2,2,4,3,3,1.312715615
112854,1,EN,12,1,7,5,5,2, ,2,1,2,2,3,4,3,2,2,1, ,1,6,6,6, ,5,4,3,1,1,1,1,1,2,2,1,1,1,2, ,1953,7,2,1, , ,2,2,2,6,4,4,0.53089607
113034,2,EN,1,2,5,5,4,4, ,4,2,2,3,2,4,2,2,2,1,3, ,6,4,4,5, ,4,2,1,2,1,2,2,2,1,2,2,3,2, ,1966,6,2,1, , ,2,2,2,6,4,1,0.378719786
113234,2,EN,6,3,4,2,2, ,4,4,2,3,3,2,3,3,2,2,1, ,2,7,98,7, ,5,3,3,2,2,2,2,2,2,23,1,3,3,1,98,1956,7,2,1, , ,2,1, ,4,4,3,1.209473778
113390,2,EN,3,2,7,7,7, ,1,7,1,1,3,2,3,2,1,1,1, ,1,1,7,1, ,7,1,1,1,1,2,2,2,1, ,2,1,3,2, ,1955,7,1,1, , ,1,2,2,3,4,1,0.368967875
113683,2,EN,6,4,5,4,4,3, ,3,1,1,2,3,4,2,1,1,1, ,3,5,5,5, ,5,3,4,1,2,1,1,2,2,1,2,3,3,2, ,1965,6,2,1, , ,2,2,2,4,4,3,1.209473778
113786,2,EN,6,2,4,3,3,1, ,4,2,3,4,4,4,4,2,2,1, ,2,5,7,5, ,6,4,4,1,1,1,2,2,2,1,2,2,3,2, ,1971,5,1,1, , ,2,2,2,4,3,3,1.470244686
